FID,ID,SiteID,Class,Type,VD,HD,PPD,Waypoint,Accuracy,Latitude,Longitude,Complete,comments,Picture,Complete_D
275,139,Steelhead_survey_Reaches-003,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,499.000000000000000,4.000000000000000,46.801934000000003,-123.337987000000000,0,beaver dam at the mouth of Kellogg Creek, ,No
276,140,Steelhead_survey_Reaches-007,Transient,"LWD, Debris Jam",1.600000000000000,1.500000000000000,0.200000000000000,682.000000000000000,7.000000000000000,47.146186999999998,-123.723287000000000,0, , ,No
277,141,Steelhead_survey_Reaches-007,Transient,"LWD, Debris Jam",1.800000000000000,2.000000000000000,0.100000000000000,683.000000000000000,6.000000000000000,47.147163999999997,-123.722409000000000,0, , ,No
278,142,Steelhead_survey_Reaches-007,Transient,LWD,1.500000000000000,1.300000000000000,0.300000000000000,686.000000000000000,4.000000000000000,47.143721999999997,-123.711950000000000,0,log jam, ,No
279,143,Steelhead_survey_Reaches-008,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,343.000000000000000,5.000000000000000,46.813938999999998,-124.034426000000000,0,"beaver dam, habitat shift", ,No
280,144,Steelhead_survey_Reaches-009,Permenant,Cascade,0.000000000000000,89.000000000000000,0.000000000000000,661.000000000000000,7.000000000000000,46.730080000000001,-122.701496000000010,-1,"possible slope/cascade barrier, slope=39.3% over 89m",photo,Yes
281,145,Steelhead_survey_Reaches-009,Transient,"Falls, Debris Jam",1.500000000000000,0.300000000000000,0.200000000000000,671.000000000000000,9.000000000000000,46.732776999999999,-122.703004000000010,0, ,photo,No
282,146,Steelhead_survey_Reaches-014,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,618.000000000000000,4.000000000000000,47.348939000000001,-123.855181000000000,0,LJ; large old growth tree and cut tree across creek with acculumation of small woody debris, ,No
283,147,Steelhead_survey_Reaches-014,Transient,Beaver Dam,1.900000000000000,1.500000000000000,0.100000000000000,619.000000000000000,4.000000000000000,47.349975999999998,-123.854654999999990,0,"1st of two beaver dams, flow <0.1m, sheet flow", ,No
284,148,Steelhead_survey_Reaches-014,Transient,Beaver Dam,1.800000000000000,2.300000000000000,0.100000000000000,619.000000000000000,4.000000000000000,47.349975999999998,-123.854654999999990,0,"2nd of two beaver dams, flow <0.1m, sheet flow", ,No
285,149,Steelhead_survey_Reaches-014,Permenant,Falls,0.800000000000000,1.600000000000000,0.500000000000000,621.000000000000000,5.000000000000000,47.332807000000003,-123.846637000000000,0,"basalt falls complex, challenging pass, does not appear passable at observed flows.  Only one narrow slot that may be passable at high flows", ,No
286,150,Steelhead_survey_Reaches-014,Permenant,Falls,0.000000000000000,0.000000000000000,0.000000000000000,622.000000000000000,4.000000000000000,47.332594000000000,-123.846132999999990,0,"another basalt falls, no measurements obtained", ,No
287,151,Steelhead_survey_Reaches-015,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,476.000000000000000,6.000000000000000,47.137478999999999,-123.805305000000000,0,"beaver dam, start of beaver complex", ,No
288,152,Steelhead_survey_Reaches-015,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,477.000000000000000,6.000000000000000,47.137956000000003,-123.805409999999990,0,within complex started at wypt 476, ,No
289,153,Steelhead_survey_Reaches-015,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,479.000000000000000,6.000000000000000,47.141784999999999,-123.806442000000000,0,small beaver dam with small pond, ,No
290,154,Steelhead_survey_Reaches-015,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,480.000000000000000,3.000000000000000,47.142904000000001,-123.806303000000000,0,large beaver dam with large pond/beaver complex upstream,video,No
291,155,Steelhead_survey_Reaches-015,Transient,Debris Jam,0.000000000000000,0.000000000000000,0.000000000000000,483.000000000000000,6.000000000000000,47.132868999999999,-123.806944000000000,0,small woody debris jam (salmonid fry downstream), ,No
292,156,Steelhead_survey_Reaches-015,Transient,"LWD, Debris Jam",0.000000000000000,0.000000000000000,0.000000000000000,484.000000000000000,5.000000000000000,47.132001000000002,-123.807559000000000,0, ,photo,No
293,157,Steelhead_survey_Reaches-015,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,486.000000000000000,4.000000000000000,47.130830000000003,-123.808087000000000,0, ,photo,No
294,158,Steelhead_survey_Reaches-015,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,487.000000000000000,7.000000000000000,47.130535999999999,-123.808231000000010,0, ,photo,No
295,159,Steelhead_survey_Reaches-015,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,488.000000000000000,6.000000000000000,47.127988000000002,-123.808859000000000,0, ,photo,No
296,160,Steelhead_survey_Reaches-015,Transient,Debris Jam,0.000000000000000,0.000000000000000,0.000000000000000,489.000000000000000,5.000000000000000,47.128003999999997,-123.809360000000000,0, , ,No
297,161,Steelhead_survey_Reaches-017,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,572.000000000000000,6.000000000000000,46.939751000000001,-123.149597000000000,0,log jam, ,No
298,162,Steelhead_survey_Reaches-017,Transient,LWD,1.200000000000000,1.800000000000000,1.500000000000000,573.000000000000000,5.000000000000000,46.939518999999997,-123.148572000000000,0, , ,No
299,163,Steelhead_survey_Reaches-026,Transient,Beaver Dam,2.100000000000000,1.900000000000000,0.250000000000000,565.000000000000000,0.000000000000000,47.274788999999998,-123.457376000000000,0, , ,No
300,164,Steelhead_survey_Reaches-029,Transient,"Falls, LWD",0.700000000000000,1.000000000000000,0.150000000000000,609.000000000000000,6.000000000000000,46.661563999999998,-122.609720999999990,0, ,photo,No
301,165,Steelhead_survey_Reaches-029,Transient,"Falls, LWD",1.250000000000000,0.000000000000000,0.300000000000000,610.000000000000000,6.000000000000000,46.661800999999997,-122.611146000000010,0,measurements estimated,photo,No
302,166,Steelhead_survey_Reaches-122,Transient,Beaver Dam,0.500000000000000,0.000000000000000,0.000000000000000,115.000000000000000,7.000000000000000,47.293041000000002,-123.891971000000000,0,measurements estimated, ,No
303,167,Steelhead_survey_Reaches-122,Transient,Beaver Dam,0.300000000000000,0.000000000000000,0.000000000000000,116.000000000000000,0.000000000000000,47.295389999999998,-123.889334000000010,0,measurements estimated, ,No
304,168,Steelhead_survey_Reaches-122,Transient,Beaver Dam,0.300000000000000,0.000000000000000,0.000000000000000,117.000000000000000,3.000000000000000,47.295802999999999,-123.888094000000000,0,measurements estimated, ,No
305,169,Steelhead_survey_Reaches-122,Transient,Beaver Dam,0.300000000000000,0.000000000000000,0.000000000000000,118.000000000000000,4.000000000000000,47.296241000000002,-123.887679000000010,0,measurements estimated, ,No
306,170,Steelhead_survey_Reaches-126,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,690.000000000000000,4.000000000000000,46.742319000000002,-123.258990000000000,0,small beaver dam, ,No
307,171,Steelhead_survey_Reaches-126,Transient,Beaver Dam,0.600000000000000,1.400000000000000,0.100000000000000,691.000000000000000,5.000000000000000,46.741554000000001,-123.261080000000010,0, , ,No
308,172,Steelhead_survey_Reaches-133,Permenant,Cascade,0.000000000000000,0.000000000000000,0.000000000000000,156.000000000000000,10.000000000000000,46.664617000000000,-122.520655000000000,0, ,photo,No
309,173,Steelhead_survey_Reaches-133,Permenant,Falls,2.100000000000000,0.000000000000000,0.000000000000000,158.000000000000000,7.000000000000000,46.666626999999998,-122.534363000000000,0,measurement estimated,photo,No
310,174,Steelhead_survey_Reaches-137,Permenant,Cascade,2.000000000000000,3.500000000000000,0.100000000000000,649.000000000000000,9.000000000000000,46.728144999999998,-122.716860999999990,0,slope barrier,photo,No
311,175,Steelhead_survey_Reaches-140,Transient,Debris Jam,1.600000000000000,0.600000000000000,0.250000000000000,702.000000000000000,5.000000000000000,46.535252000000000,-123.149261999999990,0, , ,No
312,176,Steelhead_survey_Reaches-140,Transient,Beaver Dam,1.400000000000000,1.400000000000000,0.050000000000000,703.000000000000000,7.000000000000000,46.534931999999998,-123.156019000000000,0, , ,No
313,177,Steelhead_survey_Reaches-140,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,705.000000000000000,6.000000000000000,46.534571000000000,-123.160212000000000,0, , ,No
314,178,Steelhead_survey_Reaches-140,Transient,Beaver Dam,1.400000000000000,2.100000000000000,0.000000000000000,706.000000000000000,4.000000000000000,46.534998000000002,-123.161232000000000,0,PPD is described as ""thin seep""; beaver complex upstream, ,No
315,179,Steelhead_survey_Reaches-142,Permenant,Falls,3.500000000000000,3.000000000000000,0.000000000000000,246.000000000000000,8.000000000000000,47.264131999999996,-123.869221999999990,-1,could not safely obtain PPD,photo,Yes
316,180,Steelhead_survey_Reaches-149,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,105.000000000000000,4.000000000000000,46.641005000000000,-122.669230000000000,0, , ,No
317,181,Steelhead_survey_Reaches-150,Permenant,Cascade,0.000000000000000,0.000000000000000,0.000000000000000,763.000000000000000,8.000000000000000,47.327885999999999,-123.556351000000010,0,measurements unsafe to obtain, ,No
318,182,Steelhead_survey_Reaches-152,Permenant,Cascade,1.750000000000000,9.199999999999999,0.000000000000000,767.000000000000000,9.000000000000000,46.394945000000000,-123.172377000000000,0,"could not obtain PPD, estiamte is >1m",photo,No
319,183,Steelhead_survey_Reaches-152,Permenant,Cascade,1.890000000000000,9.500000000000000,0.400000000000000,768.000000000000000,8.000000000000000,46.394789000000003,-123.174695000000000,0, ,photo,No
320,184,Steelhead_survey_Reaches-152,Permenant,Falls,1.300000000000000,2.500000000000000,0.800000000000000,769.000000000000000,5.000000000000000,46.396076999999998,-123.176865000000010,0, ,photo,No
321,185,Steelhead_survey_Reaches-157,Permenant,Falls,0.500000000000000,0.000000000000000,0.200000000000000,585.000000000000000,3.000000000000000,46.629213999999997,-122.604474000000000,0,small falls,photo,No
322,186,Steelhead_survey_Reaches-157,Transient,Falls,0.400000000000000,0.400000000000000,0.500000000000000,587.000000000000000,4.000000000000000,46.628186999999997,-122.595881000000010,0,log falls,photo,No
323,187,Steelhead_survey_Reaches-157,Transient,"Falls, LWD",0.500000000000000,0.000000000000000,0.500000000000000,588.000000000000000,4.000000000000000,46.628380000000000,-122.593627000000000,0,log jam/falls,photo,No
324,188,Steelhead_survey_Reaches-157,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,589.000000000000000,4.000000000000000,46.628599000000001,-122.590519000000000,0,"log jam, coho fry above",photo,No
325,189,Steelhead_survey_Reaches-157,Transient,LWD,0.400000000000000,0.300000000000000,0.400000000000000,591.000000000000000,3.000000000000000,46.629061999999998,-122.581318000000000,0,log jam,photo,No
326,190,Steelhead_survey_Reaches-157,Transient,LWD,0.400000000000000,0.000000000000000,0.600000000000000,595.000000000000000,3.000000000000000,46.636673000000002,-122.566623000000010,0, ,photo,No
327,191,Steelhead_survey_Reaches-340,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,464.000000000000000,4.000000000000000,46.817819000000000,-122.771843000000000,0,small beaver dam, ,No
328,192,Steelhead_survey_Reaches-340,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,465.000000000000000,4.000000000000000,46.817418000000004,-122.771552000000000,0,small beaver dam, ,No
329,193,Steelhead_survey_Reaches-340,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,466.000000000000000,3.000000000000000,46.817425999999998,-122.771384000000000,0,small beaver dam,photo,No
330,194,Steelhead_survey_Reaches-340,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,467.000000000000000,4.000000000000000,46.810648999999998,-122.760740000000000,0, , ,No
331,195,Steelhead_survey_Reaches-340,Transient,LWD,0.000000000000000,5.500000000000000,0.000000000000000,468.000000000000000,5.000000000000000,46.809299000000003,-122.760071999999990,0,log jam, ,No
332,196,Steelhead_survey_Reaches-340,Transient,LWD,0.000000000000000,5.000000000000000,0.000000000000000,469.000000000000000,4.000000000000000,46.801338999999999,-122.759671999999990,0,log jam, ,No
333,197,Steelhead_survey_Reaches-340,Transient,LWD,0.000000000000000,0.000000000000000,0.000000000000000,470.000000000000000,6.000000000000000,46.800348999999997,-122.760239000000000,0,log jam, ,No
334,198,Chum_survey_Reaches-005,Permenant,Falls,1.800000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47.229598000000003,-123.606622000000000,-1, , ,Yes
335,199,Chum_survey_Reaches-007,Transient,"Falls, LWD",1.500000000000000,0.000000000000000,0.400000000000000,292.000000000000000,9.000000000000000,47.247736000000003,-123.611029000000000,0,log jam-falls hybrid, ,No
336,200,Chum_survey_Reaches-007,Transient,LWD,0.600000000000000,0.000000000000000,0.000000000000000,293.000000000000000,7.000000000000000,47.248112999999996,-123.610862000000000,0,log jam, ,No
337,201,Chum_survey_Reaches-007,Transient,LWD,0.600000000000000,0.000000000000000,0.700000000000000,294.000000000000000,9.000000000000000,47.249020999999999,-123.610097000000000,0, , ,No
338,202,Chum_survey_Reaches-007,Transient,LWD,1.000000000000000,0.000000000000000,0.000000000000000,295.000000000000000,9.000000000000000,47.250281000000001,-123.608307000000000,0,large root wad blocking stream, ,No
339,203,Chum_survey_Reaches-007,Permenant,Falls,1.500000000000000,0.000000000000000,0.600000000000000,296.000000000000000,0.000000000000000,47.251727000000002,-123.606036000000000,-1, , ,Yes
340,204,Chum_survey_Reaches-001,Transient,LWD,1.800000000000000,2.000000000000000,0.000000000000000,209.000000000000000,5.000000000000000,47.099654000000001,-123.668508000000000,-1,"no PPD taken, field notes classified this obstruction as ""likely total barrier""", ,Yes
341,205,Chum_survey_Reaches-001,Permenant,Chute,1.200000000000000,4.000000000000000,0.000000000000000,210.000000000000000,14.000000000000000,47.099784999999997,-123.666982000000000,0,no PPD obtained, ,No
342,206,Chum_survey_Reaches-001,Permenant,Chute,1.500000000000000,15.000000000000000,0.000000000000000,211.000000000000000,0.000000000000000,47.099955999999999,-123.666149000000000,-1,no PPD or accuracy obtained, ,Yes
343,207,Chum_survey_Reaches-001,Permenant,Chute,1.000000000000000,1.500000000000000,0.000000000000000,212.000000000000000,8.000000000000000,47.100403999999997,-123.664968000000000,0,no PPD obtained, ,No
344,208,Chum_survey_Reaches-002,Permenant,Chute,1.000000000000000,3.000000000000000,0.000000000000000,11.000000000000000,10.000000000000000,47.164805999999999,-123.603387000000000,0, , ,No
345,209,Chum_survey_Reaches-009,Permenant,Falls,1.500000000000000,0.000000000000000,0.000000000000000,12.000000000000000,5.000000000000000,47.339027999999999,-123.654387000000000,-1,complete chum barrier, ,Yes
346,210,Chum_survey_Reaches-012,Permenant,Cascade,0.750000000000000,10.000000000000000,0.000000000000000,1.000000000000000,6.000000000000000,47.374372999999999,-123.636853000000000,0,no PPD obtained, ,No
347,211,Chum_survey_Reaches-012,Permenant,"Chute, Cascade",0.500000000000000,5.000000000000000,0.000000000000000,4.000000000000000,10.000000000000000,47.373396999999997,-123.632462000000000,0,no PPD obtained, ,No
348,212,Coho_survey_Reaches-049,Transient,Falls,0.900000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12.000000000000000,46.731422000000002,-122.693382000000000,0,10m upstream from coho observation,video,No
349,213,Coho_survey_Reaches-170,Permenant,Falls,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,47.165953999999999,-123.877534000000000,0,measurments estimated…coho redds have been previously documented upstream of this barrier,photo,No
350,214,Coho_survey_Reaches-061,Transient,Debris Jam,0.600000000000000,1.300000000000000,0.200000000000000,665.000000000000000,11.000000000000000,47.016430999999997,-123.142657000000000,0, , ,No
351,215,Coho_survey_Reaches-071,Transient,Debris Jam,0.800000000000000,1.500000000000000,0.500000000000000,715.000000000000000,9.000000000000000,46.902568000000002,-123.870242000000000,0, , ,No
352,216,Coho_survey_Reaches-071,Transient,"LWD, Debris Jam",1.000000000000000,1.400000000000000,0.100000000000000,720.000000000000000,9.000000000000000,46.905844000000002,-123.864932999999990,0, , ,No
353,217,Coho_survey_Reaches-071,Transient,Debris Jam,0.700000000000000,1.500000000000000,0.100000000000000,721.000000000000000,9.000000000000000,46.906695999999997,-123.864014999999990,0, , ,No
354,218,Coho_survey_Reaches-071,Transient,Beaver Dam,0.900000000000000,1.200000000000000,0.100000000000000,723.000000000000000,8.000000000000000,46.906854000000003,-123.863301000000010,0, , ,No
355,219,Coho_survey_Reaches-071,Transient,Beaver Dam,0.400000000000000,0.500000000000000,0.400000000000000,724.000000000000000,7.000000000000000,46.906821000000001,-123.862893000000000,0, , ,No
356,220,Coho_survey_Reaches-076,Permenant,Falls,0.700000000000000,3.000000000000000,0.150000000000000,662.000000000000000,6.000000000000000,46.358350000000002,-123.148867000000000,0, , ,No
357,221,Coho_survey_Reaches-076,Permenant,Falls,0.850000000000000,2.600000000000000,0.300000000000000,671.000000000000000,10.000000000000000,46.348292999999998,-123.149516000000010,0, , ,No
358,222,Coho_survey_Reaches-076,Transient,LWD,1.100000000000000,1.900000000000000,0.200000000000000,674.000000000000000,7.000000000000000,46.345215000000003,-123.149741000000010,0, , ,No
359,223,Coho_survey_Reaches-076,Transient,LWD,1.100000000000000,1.500000000000000,0.400000000000000,676.000000000000000,6.000000000000000,46.343572999999999,-123.150713000000000,0, , ,No
360,224,Coho_survey_Reaches-076,Transient,LWD,0.850000000000000,1.900000000000000,0.200000000000000,679.000000000000000,5.000000000000000,46.341971999999998,-123.154201000000000,0, , ,No
361,225,Coho_survey_Reaches-076,Transient,LWD,0.800000000000000,0.800000000000000,0.200000000000000,681.000000000000000,8.000000000000000,46.341309000000003,-123.155801000000000,0, , ,No
362,226,Coho_survey_Reaches-076,Transient,LWD,1.000000000000000,0.700000000000000,0.800000000000000,682.000000000000000,9.000000000000000,46.341104000000001,-123.156013000000000,0, , ,No
363,227,Coho_survey_Reaches-078,Transient,"Falls, Debris Jam",1.370000000000000,1.330000000000000,0.200000000000000,108.000000000000000,10.000000000000000,47.241100000000003,-123.852091000000000,0, , ,No
364,228,Coho_survey_Reaches-078,Transient,"Falls, LWD",1.200000000000000,0.600000000000000,0.500000000000000,109.000000000000000,16.000000000000000,47.241039999999998,-123.852037000000000,0, , ,No
365,229,Coho_survey_Reaches-078,Permenant,Falls,0.600000000000000,1.500000000000000,0.250000000000000,110.000000000000000,18.000000000000000,47.240971999999999,-123.852010000000010,0,"no landing zone, a functional barrier at observed flows", ,No
366,230,Coho_survey_Reaches-078,Permenant,Falls,1.600000000000000,0.700000000000000,0.200000000000000,111.000000000000000,32.000000000000000,47.240965000000003,-123.852003000000000,-1, , ,Yes
367,231,Coho_survey_Reaches-078,Permenant,Falls,11.800000000000001,11.000000000000000,0.400000000000000,113.000000000000000,10.000000000000000,47.240664000000002,-123.851313000000000,-1, , ,Yes
368,232,Coho_survey_Reaches-082,Transient,LWD,0.800000000000000,2.300000000000000,0.250000000000000,858.000000000000000,10.000000000000000,47.264465999999999,-123.870051000000000,0, , ,No
369,233,Coho_survey_Reaches-083,Transient,Beaver Dam,1.000000000000000,3.000000000000000,0.500000000000000,199.000000000000000,3.000000000000000,46.868333999999997,-124.014675999999990,0, , ,No
370,234,Coho_survey_Reaches-083,Transient,Beaver Dam,0.700000000000000,2.400000000000000,0.100000000000000,200.000000000000000,3.000000000000000,46.868442999999999,-124.013730000000000,0, , ,No
371,235,Coho_survey_Reaches-083,Transient,"Debris Jam, Beaver Dam",0.700000000000000,1.500000000000000,0.100000000000000,204.000000000000000,3.000000000000000,46.867711999999997,-124.006524000000000,0, , ,No
372,236,Coho_survey_Reaches-086,Transient,Debris Jam,0.500000000000000,0.700000000000000,0.400000000000000,133.000000000000000,3.000000000000000,47.271642000000000,-123.608677000000000,0,potential pplug for adult movement, ,No
373,237,Coho_survey_Reaches-086,Transient,Debris Jam,0.850000000000000,1.100000000000000,0.150000000000000,135.000000000000000,3.000000000000000,47.276186000000003,-123.605328000000000,0,double step debris jama, ,No
374,238,Coho_survey_Reaches-086,Transient,"LWD, Debris Jam",0.450000000000000,0.800000000000000,0.300000000000000,137.000000000000000,3.000000000000000,47.276515000000003,-123.605045000000000,0,small slot through LJ/DJ, ,No
375,239,Coho_survey_Reaches-086,Permenant,Falls,1.100000000000000,1.500000000000000,0.550000000000000,138.000000000000000,3.000000000000000,47.277017000000001,-123.604819000000010,0, , ,No
376,240,Coho_survey_Reaches-087,Transient,"Debris Jam, Beaver Dam",0.600000000000000,1.600000000000000,0.500000000000000,649.000000000000000,9.000000000000000,46.891424999999998,-123.833395999999990,0, , ,No
377,241,Coho_survey_Reaches-087,Transient,Beaver Dam,0.000000000000000,0.000000000000000,0.000000000000000,645.000000000000000,7.000000000000000,46.891022999999997,-123.835600000000000,0,no data collected, ,No
378,242,Coho_survey_Reaches-087,Transient,Debris Jam,0.000000000000000,0.000000000000000,0.000000000000000,646.000000000000000,8.000000000000000,46.891131999999999,-123.835031000000000,0,"stream goes sub-t, no data on DJ collected", ,No
379,243,Coho_survey_Reaches-087,Transient,Debris Jam,0.000000000000000,0.000000000000000,0.000000000000000,647.000000000000000,8.000000000000000,46.891108000000003,-123.834557000000000,0,no data on DJ collected, ,No
380,244,Coho_survey_Reaches-087,Transient,Beaver Dam,0.800000000000000,1.000000000000000,0.300000000000000,650.000000000000000,8.000000000000000,46.891430000000000,-123.832963000000010,0, , ,No
381,245,Coho_survey_Reaches-090,Permenant,Cascade,1.400000000000000,1.700000000000000,0.000000000000000,188.000000000000000,9.000000000000000,47.408614999999998,-123.657771999999990,0,did not obtain PPD, ,No
382,246,Coho_survey_Reaches-090,Permenant,"Falls, LWD",3.400000000000000,8.000000000000000,0.000000000000000,189.000000000000000,6.000000000000000,47.409275000000001,-123.657391000000000,-1,did not obtain PPD; permanent rock falls with LWD aggregaed on top of falls, ,Yes
383,247,Coho_survey_Reaches-090,Permenant,Falls,5.300000000000000,4.000000000000000,0.000000000000000,196.000000000000000,4.000000000000000,47.421084999999998,-123.646947000000000,-1,did not obtain PPD, ,Yes
384,248,Coho_survey_Reaches-091,Permenant,Bedrock Slide,0.710000000000000,7.360000000000000,0.230000000000000,121.000000000000000,6.000000000000000,46.731287999999999,-123.300246000000000,0, , ,No
385,249,Coho_survey_Reaches-091,Permenant,Cascade,0.660000000000000,4.830000000000000,0.700000000000000,122.000000000000000,7.000000000000000,46.730421000000000,-123.304291000000010,0,stage 1 of cascade, ,No
386,250,Coho_survey_Reaches-091,Permenant,Cascade,1.110000000000000,6.860000000000000,0.600000000000000,122.000000000000000,7.000000000000000,46.730421000000000,-123.304291000000010,0,stage 2 of cascade, ,No
387,251,Coho_survey_Reaches-091,Permenant,Cascade,0.700000000000000,2.100000000000000,0.400000000000000,122.000000000000000,7.000000000000000,46.730421000000000,-123.304291000000010,0,separate casacde 5m  upstream of 122 waypoint, ,No
388,252,Coho_survey_Reaches-091,Permenant,Cascade,0.910000000000000,5.910000000000000,0.500000000000000,122.000000000000000,7.000000000000000,46.730421000000000,-123.304291000000010,0,separate casacde 5m  upstream of 122 waypoint, ,No
389,253,Coho_survey_Reaches-091,Permenant,Bedrock Slide,1.240000000000000,7.000000000000000,0.400000000000000,123.000000000000000,9.000000000000000,46.730387000000000,-123.304804000000000,0, , ,No
390,254,Coho_survey_Reaches-091,Permenant,"Cascade, Bedrock Slide",1.140000000000000,8.550000000000001,0.100000000000000,124.000000000000000,7.000000000000000,46.729632000000002,-123.305888000000000,0, , ,No
391,255,Coho_survey_Reaches-091,Permenant,Cascade,1.270000000000000,6.270000000000000,0.400000000000000,125.000000000000000,8.000000000000000,46.729228999999997,-123.306203000000000,0, , ,No
392,256,Coho_survey_Reaches-091,Transient,Falls,1.800000000000000,3.200000000000000,0.450000000000000,126.000000000000000,9.000000000000000,46.729508000000003,-123.307338000000000,-1, , ,Yes
393,257,Coho_survey_Reaches-091,Transient,"Falls, LWD",1.500000000000000,1.100000000000000,0.250000000000000,127.000000000000000,6.000000000000000,46.729666999999999,-123.309377000000000,-1, , ,Yes
394,258,Coho_survey_Reaches-091,Transient,"Falls, LWD",1.000000000000000,1.300000000000000,0.600000000000000,128.000000000000000,6.000000000000000,46.729542000000002,-123.309662000000000,0, , ,No
395,259,Coho_survey_Reaches-091,Permenant,"Falls, Bedrock Slide",1.690000000000000,8.310000000000001,0.600000000000000,129.000000000000000,8.000000000000000,46.729536000000003,-123.310086000000000,-1, , ,Yes
396,260,Coho_survey_Reaches-091,Permenant,Falls,2.780000000000000,6.560000000000000,0.650000000000000,130.000000000000000,7.000000000000000,46.729534999999998,-123.310579000000000,-1, , ,Yes
397,261,Coho_survey_Reaches-093,Transient,"LWD, Debris Jam",0.900000000000000,1.000000000000000,0.300000000000000,909.000000000000000,9.000000000000000,46.882910000000003,-123.245154000000000,0, , ,No
398,262,Coho_survey_Reaches-093,Transient,"Falls, LWD",0.500000000000000,0.600000000000000,0.650000000000000,912.000000000000000,12.000000000000000,46.884559000000003,-123.238614000000000,0, , ,No
399,263,Coho_survey_Reaches-093,Transient,"LWD, Debris Jam",0.000000000000000,0.000000000000000,0.000000000000000,913.000000000000000,12.000000000000000,46.885012000000003,-123.236332000000000,0,water flows under, ,No
400,264,Coho_survey_Reaches-098,Permenant,"Falls, Bedrock Slide",1.100000000000000,2.000000000000000,0.900000000000000,793.000000000000000,12.000000000000000,47.332788999999998,-123.846249000000000,0, , ,No
401,265,Coho_survey_Reaches-098,Permenant,Falls,1.700000000000000,2.100000000000000,0.700000000000000,794.000000000000000,6.000000000000000,47.332754000000001,-123.846615000000000,-1,3 features across stream; feature A, ,Yes
402,266,Coho_survey_Reaches-098,Permenant,"Falls, Bedrock Slide",1.700000000000000,0.500000000000000,0.500000000000000,794.000000000000000,6.000000000000000,47.332754000000001,-123.846615000000000,-1,3 features across stream; feature B, ,Yes
403,267,Coho_survey_Reaches-098,Permenant,Falls,1.000000000000000,2.100000000000000,0.600000000000000,794.000000000000000,6.000000000000000,47.332754000000001,-123.846615000000000,0,3 features across stream; feature C, ,No
404,268,Coho_survey_Reaches-098,Permenant,Bedrock Slide,0.600000000000000,1.500000000000000,0.500000000000000,795.000000000000000,8.000000000000000,47.332872999999999,-123.846779000000000,0,2 features side by side; part A, ,No
405,269,Coho_survey_Reaches-098,Permenant,Bedrock Slide,1.000000000000000,1.700000000000000,0.700000000000000,795.000000000000000,8.000000000000000,47.332872999999999,-123.846779000000000,0,2 features side by side; part B, ,No
406,270,Coho_survey_Reaches-098,Transient,"LWD, Debris Jam",0.000000000000000,0.000000000000000,0.600000000000000,801.000000000000000,9.000000000000000,47.339050000000000,-123.856646000000000,0,no VD or HD measurements taken; water runs under log, ,No
407,271,Coho_survey_Reaches-098,Transient,Beaver Dam,0.400000000000000,1.900000000000000,0.300000000000000,808.000000000000000,6.000000000000000,47.349561999999999,-123.854513000000000,0,blown out a bit, ,No
408,272,Coho_survey_Reaches-098,Transient,Debris Jam,1.100000000000000,0.900000000000000,0.400000000000000,809.000000000000000,5.000000000000000,47.349950999999997,-123.854648000000000,0, , ,No
409,273,Coho_survey_Reaches-098,Transient,Debris Jam,0.000000000000000,0.000000000000000,0.000000000000000,810.000000000000000,12.000000000000000,47.354750000000003,-123.846192000000000,0,no measurements taken, ,No
410,274,Coho_survey_Reaches-098,Transient,Debris Jam,0.000000000000000,0.000000000000000,0.000000000000000,811.000000000000000,8.000000000000000,47.355124000000004,-123.846070999999990,0,no measurements taken, ,No
411,275,Coho_survey_Reaches-098,Transient,Beaver Dam,1.100000000000000,1.300000000000000,0.050000000000000,814.000000000000000,9.000000000000000,47.355272999999997,-123.845600000000000,0, , ,No
412,276,Coho_survey_Reaches-098,Transient,LWD,1.000000000000000,0.800000000000000,0.200000000000000,815.000000000000000,13.000000000000000,47.356527999999997,-123.845122000000000,0, , ,No
